target_name,pathogen_binary,sampling_date,site_code,field_id,bombus_spp,host_plant,bee_caste,sampling_event,pathogen_load
DWV,0,9/10/20,CIND,3,impatiens,red clover,worker,4,0
DWV,0,9/9/20,BOST,9,impatiens,solidago,male,4,0
DWV,0,9/10/20,MUDGE,13,impatiens,crown vetch,worker,4,0
DWV,1,9/10/20,CIND,4,impatiens,red clover,worker,4,351213.648
DWV,1,9/9/20,BOST,4,impatiens,solidago,worker,4,700860.781
DWV,1,9/9/20,BOST,14,impatiens,solidago,male,4,419316.2664
DWV,1,7/7/20,COL,21,impatiens,red clover,worker,2,144951.3914
DWV,1,9/10/20,CIND,15,impatiens,red clover,worker,4,126962.3309
DWV,0,7/7/20,BOST,42,impatiens,red clover,worker,2,0
DWV,0,9/9/20,BOST,22,impatiens,solidago,male,4,0
DWV,1,9/9/20,BOST,13,impatiens,solidago,male,4,124902.5636
DWV,0,9/9/20,BOST,1,impatiens,solidago,worker,4,0
DWV,0,9/10/20,MUDGE,17,impatiens,crown vetch,worker,4,0
DWV,1,7/6/20,COL,11,impatiens,red clover,worker,2,35694.63724
DWV,0,7/6/20,COL,9,impatiens,red clover,worker,2,0
DWV,0,9/9/20,BOST,15,impatiens,solidago,male,4,0
DWV,0,9/9/20,BOST,8,impatiens,solidago,male,4,0
DWV,0,9/10/20,CIND,12,impatiens,red clover,worker,4,0
DWV,0,9/10/20,MUDGE,7,impatiens,solidago,worker,4,0
DWV,1,9/9/20,FLAN,31,impatiens,jewel weed,worker,4,120464.6868
DWV,0,9/9/20,FLAN,7,impatiens,jewel weed,worker,4,0
DWV,0,9/10/20,COL,47,impatiens,red clover,worker,4,0
DWV,1,9/9/20,FLAN,24,impatiens,jewel weed,worker,4,42447.47228
DWV,0,8/4/20,CIND,13,impatiens,red clover,worker,3,0
DWV,0,8/4/20,CIND,2,impatiens,red clover,worker,3,0
DWV,0,9/9/20,FLAN,30,impatiens,jewel weed,worker,4,0
DWV,0,8/4/20,CIND,21,impatiens,red clover,worker,3,0
DWV,1,9/10/20,COL,44,impatiens,red clover,worker,4,50101.06941
DWV,1,8/4/20,MUDGE,4,impatiens,crown vetch,worker,3,100413.9397
DWV,0,8/4/20,MUDGE,30,impatiens,crown vetch,worker,3,0
DWV,1,9/10/20,COL,29,impatiens,red clover,worker,4,43112.50143
DWV,0,8/4/20,MUDGE,33,impatiens,saint johns wort,worker,3,0
DWV,1,8/4/20,MUDGE,23,impatiens,crown vetch,worker,3,87695.74884
DWV,1,8/4/20,CIND,8,impatiens,red clover,worker,3,63849.14521
DWV,0,9/9/20,FLAN,4,impatiens,jewel weed,worker,4,0
DWV,0,9/10/20,COL,20,impatiens,red clover,worker,4,0
DWV,1,8/4/20,CIND,18,impatiens,red clover,worker,3,10583123.59
DWV,1,8/4/20,MUDGE,6,impatiens,crown vetch,worker,3,256610.153
DWV,1,9/10/20,COL,15,impatiens,red clover,worker,4,53631.28972
DWV,0,9/9/20,FLAN,2,impatiens,jewel weed,worker,4,0
DWV,0,9/9/20,FLAN,26,impatiens,jewel weed,worker,4,0
DWV,0,8/4/20,MUDGE,35,impatiens,saint johns wort,worker,3,0
DWV,1,9/9/20,FLAN,18,impatiens,crown vetch,worker,4,406694.2946
DWV,0,9/10/20,COL,35,impatiens,red clover,worker,4,0
DWV,0,9/9/20,FLAN,19,impatiens,crown vetch,worker,4,0
DWV,0,9/10/20,COL,10,impatiens,red clover,worker,4,0
DWV,0,9/9/20,FLAN,36,impatiens,crown vetch,worker,4,0
DWV,0,8/4/20,CIND,19,impatiens,red clover,worker,3,0
DWV,0,9/9/20,FLAN,14,impatiens,thistle,worker,4,0
DWV,1,8/4/20,CIND,22,impatiens,red clover,worker,3,40086.70856
DWV,0,9/9/20,FLAN,6,impatiens,jewel weed,worker,4,0
DWV,0,8/4/20,CIND,1,impatiens,red clover,worker,3,0
DWV,1,9/9/20,FLAN,35,impatiens,crown vetch,worker,4,151121.6798
DWV,0,8/4/20,MUDGE,5,impatiens,crown vetch,worker,3,0
DWV,0,8/4/20,MUDGE,22,impatiens,crown vetch,worker,3,0
DWV,0,9/10/20,MUDGE,4,impatiens,crown vetch,worker,4,0
DWV,1,9/9/20,FLAN,3,impatiens,jewel weed,worker,4,249829.5625
DWV,0,9/9/20,FLAN,21,impatiens,jewel weed,worker,4,0
DWV,0,8/4/20,MUDGE,26,impatiens,crown vetch,worker,3,0
DWV,0,9/10/20,COL,43,impatiens,red clover,worker,4,0
DWV,0,9/9/20,FLAN,15,impatiens,solidago,worker,4,0
DWV,1,8/4/20,MUDGE,9,impatiens,saint johns wort,worker,3,725963.376
DWV,0,9/9/20,FLAN,22,impatiens,jewel weed,worker,4,0
DWV,1,9/9/20,FLAN,34,impatiens,solidago,worker,4,47620.66336
DWV,0,9/10/20,COL,3,impatiens,red clover,worker,4,0
DWV,1,9/10/20,COL,32,impatiens,red clover,worker,4,7559114.182
DWV,0,8/4/20,MUDGE,34,impatiens,saint johns wort,worker,3,0
DWV,0,9/10/20,COL,41,impatiens,red clover,worker,4,0
DWV,1,8/4/20,MUDGE,27,impatiens,crown vetch,worker,3,30378.28692
DWV,0,7/7/20,BOST,28,impatiens,red clover,worker,2,0
DWV,0,9/9/20,FLAN,27,impatiens,jewel weed,worker,4,0
DWV,1,9/10/20,COL,7,impatiens,red clover,worker,4,889693.2953
DWV,0,9/9/20,FLAN,41,impatiens,jewel weed,worker,4,0
DWV,1,9/9/20,FLAN,37,impatiens,crown vetch,worker,4,20956.61133
DWV,0,5/9/20,CIND,24,impatiens,dandelion,queen,1,0
DWV,0,9/9/20,FLAN,38,impatiens,crown vetch,worker,4,0
DWV,0,9/9/20,FLAN,17,impatiens,flight,worker,4,0
DWV,0,9/10/20,COL,34,impatiens,red clover,worker,4,0
DWV,0,5/9/20,CIND,22,impatiens,dandelion,queen,1,0
DWV,0,7/7/20,BOST,31,impatiens,red clover,worker,2,0
DWV,0,9/9/20,FLAN,42,impatiens,jewel weed,worker,4,0
DWV,1,5/9/20,CIND,19,impatiens,flight,queen,1,30586.43443
DWV,1,7/7/20,BOST,11,fervidus,red clover,worker,2,78891.02641
DWV,0,5/9/20,CIND,16,impatiens,dandelion,queen,1,0
DWV,0,5/9/20,CIND,4,impatiens,dandelion,queen,1,0
DWV,0,9/9/20,FLAN,10,impatiens,jewel weed,worker,4,0
DWV,0,9/10/20,COL,6,impatiens,red clover,worker,4,0
DWV,0,9/10/20,COL,38,impatiens,red clover,worker,4,0
DWV,0,9/9/20,FLAN,13,impatiens,solidago,worker,4,0
DWV,0,9/10/20,COL,24,impatiens,red clover,worker,4,0
DWV,0,9/10/20,COL,33,impatiens,red clover,worker,4,0
DWV,1,9/9/20,FLAN,28,impatiens,jewel weed,worker,4,99333.68467
DWV,0,9/9/20,FLAN,12,impatiens,jewel weed,worker,4,0
DWV,0,9/9/20,FLAN,40,impatiens,jewel weed,worker,4,0
DWV,1,9/9/20,FLAN,8,impatiens,jewel weed,worker,4,378204.8284
DWV,0,9/9/20,FLAN,20,impatiens,crown vetch,worker,4,0
DWV,0,9/10/20,COL,28,impatiens,red clover,worker,4,0
DWV,0,9/10/20,COL,2,impatiens,red clover,worker,4,0
DWV,0,9/10/20,COL,30,impatiens,red clover,worker,4,0
DWV,0,9/9/20,FLAN,39,impatiens,jewel weed,worker,4,0
DWV,1,5/9/20,CIND,6,impatiens,dandelion,queen,1,184090.1021
DWV,0,9/9/20,FLAN,33,impatiens,solidago,worker,4,0
DWV,1,9/10/20,COL,16,impatiens,red clover,worker,4,1027736.914
DWV,0,9/10/20,COL,45,impatiens,red clover,worker,4,0
DWV,0,7/7/20,BOST,22,impatiens,red clover,worker,2,0
DWV,0,9/10/20,COL,8,impatiens,red clover,worker,4,0
DWV,0,9/10/20,COL,26,impatiens,red clover,worker,4,0
DWV,0,9/10/20,COL,27,impatiens,red clover,worker,4,0
DWV,0,5/9/20,CIND,1,impatiens,dandelion,queen,1,0
DWV,0,7/7/20,BOST,14,impatiens,red clover,queen,2,0
DWV,0,5/9/20,CIND,2,impatiens,dandelion,queen,1,0
DWV,0,9/10/20,COL,37,impatiens,red clover,worker,4,0
DWV,NA,9/9/20,FLAN,44,impatiens,jewel weed,worker,4,NA
DWV,0,5/9/20,CIND,14,impatiens,dandelion,queen,1,0
DWV,0,5/9/20,CIND,31,impatiens,flight,queen,1,0
DWV,0,5/17/20,FLAN,4,impatiens,flight,queen,1,0
DWV,0,8/3/20,FLAN,37,impatiens,crown vetch,worker,3,0
DWV,0,9/10/20,COL,22,impatiens,red clover,worker,4,0
DWV,1,8/3/20,FLAN,38,impatiens,crown vetch,worker,3,116785.6894
DWV,0,9/10/20,COL,13,impatiens,red clover,worker,4,0
DWV,1,8/3/20,FLAN,2,impatiens,crown vetch,worker,3,433402.5103
DWV,0,8/3/20,BOST,22,impatiens,red clover,worker,3,0
DWV,1,8/3/20,FLAN,30,impatiens,crown vetch,worker,3,2446585.608
DWV,1,8/3/20,BOST,17,impatiens,knot weed,male,3,58954.80399
DWV,0,5/17/20,FLAN,19,impatiens,woody yellow ,queen,1,0
DWV,0,9/10/20,COL,19,impatiens,red clover,worker,4,0
DWV,0,9/10/20,COL,1,impatiens,red clover,worker,4,0
DWV,0,9/10/20,COL,42,impatiens,red clover,worker,4,0
DWV,1,8/3/20,FLAN,5,impatiens,crown vetch,worker,3,30205.36712
DWV,1,8/3/20,FLAN,26,impatiens,crown vetch,worker,3,556917.6084
DWV,1,8/3/20,FLAN,29,impatiens,crown vetch,worker,3,182881.4465
DWV,0,7/6/20,MUDGE,5,impatiens,crown vetch,worker,2,0
DWV,0,8/3/20,FLAN,9,impatiens,crown vetch,worker,3,0
DWV,0,5/9/20,CIND,10,impatiens,dandelion,queen,1,0
DWV,0,8/3/20,FLAN,39,impatiens,crown vetch,worker,3,0
DWV,0,8/3/20,FLAN,40,impatiens,crown vetch,worker,3,0
DWV,0,9/10/20,COL,48,impatiens,red clover,worker,4,0
DWV,0,8/3/20,BOST,13,impatiens,red clover,worker,3,0
DWV,0,8/3/20,FLAN,6,impatiens,crown vetch,worker,3,0
DWV,0,9/10/20,COL,14,impatiens,red clover,worker,4,0
DWV,0,8/3/20,BOST,16,impatiens,red clover,worker,3,0
DWV,0,5/17/20,FLAN,5,impatiens,flight,queen,1,0
DWV,0,5/17/20,BOST,6,impatiens,dandelion,queen,1,0
DWV,1,5/17/20,BOST,37,impatiens,flight,queen,1,61398.48145
DWV,1,5/17/20,BOST,17,impatiens,dandelion,queen,1,136116.3492
DWV,0,7/11/20,CIND,13,impatiens,red clover,worker,2,0
DWV,0,8/4/20,MUDGE,29,impatiens,crown vetch,worker,3,0
DWV,1,8/3/20,FLAN,35,impatiens,crown vetch,worker,3,720599.9244
DWV,0,8/3/20,FLAN,11,impatiens,crown vetch,worker,3,0
DWV,1,8/3/20,FLAN,20,impatiens,crown vetch,worker,3,1694945.559
DWV,0,7/6/20,MUDGE,4,impatiens,crown vetch,worker,2,0
DWV,1,8/3/20,FLAN,27,impatiens,crown vetch,worker,3,126422.8765
DWV,1,5/17/20,BOST,19,impatiens,flight,queen,1,51264.81554
DWV,0,5/17/20,BOST,25,impatiens,flight,queen,1,0
DWV,1,8/3/20,BOST,11,impatiens,red clover,worker,3,31909.13484
DWV,0,5/17/20,BOST,3,impatiens,flight,queen,1,0
DWV,1,8/4/20,MUDGE,28,impatiens,crown vetch,worker,3,1272806.155
DWV,1,8/3/20,BOST,21,impatiens,red clover,worker,3,99217.12906
DWV,0,8/3/20,FLAN,3,impatiens,crown vetch,worker,3,0
DWV,0,5/17/20,BOST,12,impatiens,flight ,queen,1,0
DWV,0,9/10/20,COL,12,impatiens,red clover,worker,4,0
DWV,1,9/10/20,COL,21,impatiens,red clover,worker,4,149054.0188
DWV,0,9/9/20,FLAN,11,impatiens,jewel weed,worker,4,0
DWV,1,8/3/20,BOST,18,impatiens,red clover,worker,3,193393.2597
DWV,0,8/3/20,BOST,20,impatiens,red clover,worker,3,0
DWV,1,8/3/20,FLAN,4,impatiens,crown vetch,worker,3,264516.9916
DWV,0,8/3/20,FLAN,4,impatiens,crown vetch,worker,3,0
DWV,0,5/17/20,BOST,32,impatiens,flight,queen,1,0
DWV,0,5/17/20,BOST,32,impatiens,flight,queen,1,0
DWV,0,9/10/20,COL,31,impatiens,red clover,worker,4,0
DWV,1,9/10/20,COL,31,impatiens,red clover,worker,4,347804.2181
DWV,0,9/10/20,COL,9,impatiens,red clover,worker,4,0
DWV,0,9/10/20,COL,9,impatiens,red clover,worker,4,0
DWV,0,8/3/20,FLAN,8,impatiens,crown vetch,worker,3,0
DWV,1,8/3/20,FLAN,8,impatiens,crown vetch,worker,3,66025.64989
DWV,0,9/10/20,COL,17,impatiens,red clover,worker,4,0
DWV,0,9/10/20,COL,17,impatiens,red clover,worker,4,0
DWV,0,5/17/20,FLAN,17,impatiens,mint,queen,1,0
DWV,0,5/17/20,FLAN,17,impatiens,mint,queen,1,0
DWV,0,5/17/20,BOST,10,impatiens,dandelion,queen,1,0
DWV,1,8/3/20,FLAN,16,impatiens,crown vetch,worker,3,747944.7387
DWV,0,8/3/20,BOST,4,impatiens,red clover,worker,3,0
DWV,0,5/17/20,FLAN,12,impatiens,dandelion,queen,1,0
DWV,0,8/4/20,MUDGE,2,impatiens,saint johns wort,worker,3,0
DWV,1,5/17/20,BOST,20,impatiens,flight,queen,1,19393.70938
DWV,1,8/3/20,BOST,19,impatiens,red clover,worker,3,61498.6531
DWV,0,8/3/20,BOST,14,impatiens,red clover,worker,3,0
DWV,0,9/10/20,COL,18,impatiens,flight,worker,4,0
DWV,0,5/17/20,FLAN,2,impatiens,dandelion,queen,1,0
DWV,0,5/17/20,BOST,4,impatiens,dandelion,queen,1,0
DWV,0,8/3/20,BOST,6,impatiens,red clover,worker,3,0
DWV,0,9/9/20,FLAN,32,impatiens,jewel weed,worker,4,0
DWV,NA,5/17/20,BOST,34,impatiens,flight,queen,1,NA
DWV,0,8/3/20,FLAN,14,impatiens,crown vetch,worker,3,0
DWV,0,8/3/20,FLAN,33,impatiens,crown vetch,worker,3,0
DWV,1,5/17/20,FLAN,1,impatiens,dandelion,queen,1,42326.31683
DWV,1,5/17/20,FLAN,8,impatiens,flight,queen,1,92128.35893
DWV,1,8/3/20,FLAN,18,impatiens,crown vetch,worker,3,396988.6571
DWV,0,8/3/20,FLAN,15,impatiens,crown vetch,worker,3,0
DWV,0,8/4/20,CIND,16,impatiens,red clover,worker,3,0
DWV,1,8/4/20,CIND,3,impatiens,red clover,worker,3,564461.3832
DWV,1,8/4/20,CIND,23,impatiens,red clover,worker,3,316181.1527
DWV,0,9/10/20,COL,23,impatiens,red clover,worker,4,0
DWV,0,8/4/20,CIND,15,impatiens,red clover,worker,3,0
DWV,0,8/3/20,FLAN,13,impatiens,crown vetch,worker,3,0
DWV,0,8/4/20,COL,11,impatiens,NA,worker,3,0
DWV,1,8/4/20,COL,15,impatiens,jewel weed,worker,3,140656.235
DWV,0,5/19/20,MUDGE,29,impatiens,dandelion,queen,1,0
DWV,0,5/19/20,COL,29,impatiens,dandelion,queen,1,0
DWV,1,8/4/20,COL,17,impatiens,red clover,worker,3,88245.25283
DWV,0,5/19/20,COL,35,impatiens,dandelion,queen,1,0
DWV,0,5/19/20,MUDGE,14,impatiens,dandelion,queen,1,0
DWV,0,5/19/20,COL,28,impatiens,dandelion,queen,1,0
DWV,0,8/4/20,COL,4,impatiens,red clover,worker,3,0
DWV,1,5/19/20,MUDGE,45,impatiens,flight,queen,1,67075.84986
DWV,0,5/19/20,COL,30,impatiens,flight,queen,1,0
DWV,1,5/19/20,COL,32,impatiens,dandelion,queen,1,104099.8413
DWV,1,8/4/20,COL,9,impatiens,red clover,worker,3,114227.3664
DWV,0,5/19/20,COL,8,impatiens,flight,queen,1,0
DWV,1,8/4/20,COL,5,impatiens,red clover,worker,3,122840.9351
DWV,1,5/19/20,MUDGE,23,impatiens,dandelion,queen,1,148468.5203
DWV,0,8/4/20,COL,6,impatiens,red clover,worker,3,0
DWV,0,7/6/20,FLAN,42,impatiens,red clover,worker,2,0
DWV,1,7/6/20,FLAN,33,impatiens,crown vetch,worker,2,85731.68389
DWV,1,5/19/20,COL,11,impatiens,dandelion,queen,1,45105.59106
DWV,1,5/17/20,FLAN,6,vagans,dandelion,queen,1,66219.96689
DWV,0,7/6/20,FLAN,3,impatiens,crown vetch,worker,2,0
DWV,1,5/17/20,FLAN,19,impatiens,woody yellow ,queen,1,309097.5891
DWV,1,7/6/20,FLAN,5,impatiens,saint johns wort,worker,2,69652.52608
DWV,1,7/6/20,FLAN,36,impatiens,crown vetch,worker,2,68145.99764
DWV,1,5/19/20,COL,6,impatiens,dandelion,queen,1,145145.4611
DWV,1,5/19/20,COL,9,impatiens,dandelion,queen,1,703391.3516
DWV,0,7/6/20,FLAN,15,impatiens,red clover,worker,2,0
DWV,1,5/19/20,COL,27,impatiens,dandelion,queen,1,131111.6618
DWV,1,7/6/20,FLAN,40,impatiens,saint johns wort,worker,2,2088123.827
DWV,0,5/17/20,FLAN,18,impatiens,violet ,queen,1,0
DWV,0,7/6/20,FLAN,53,impatiens,red clover,worker,2,0
DWV,0,7/6/20,FLAN,56,impatiens,red clover,worker,2,0
DWV,1,7/6/20,FLAN,55,impatiens,red clover,queen,2,66036.57169
DWV,0,5/17/20,FLAN,24,bimaculatus,flight,queen,1,0
DWV,1,5/17/20,FLAN,20,bimaculatus,violet ,queen,1,403374.8131
DWV,1,5/17/20,FLAN,17,impatiens,mint,queen,1,3765789478
DWV,0,5/19/20,COL,31,impatiens,flight,queen,1,0
DWV,1,5/19/20,COL,33,impatiens,dandelion,queen,1,247958.4698
DWV,0,8/4/20,CIND,5,impatiens,red clover,worker,3,0
DWV,1,5/17/20,BOST,27,impatiens,flight,queen,1,608799.4372
DWV,0,5/19/20,COL,1,impatiens,dandelion,queen,1,0
DWV,0,7/6/20,FLAN,34,impatiens,crown vetch,worker,2,0
DWV,0,7/6/20,FLAN,12,impatiens,saint johns wort,worker,2,0
DWV,0,5/19/20,COL,4,ternarius,dandelion,queen,1,0
DWV,0,5/17/20,FLAN,22,bimaculatus,violet,queen,1,0
DWV,0,7/6/20,FLAN,16,impatiens,red clover,worker,2,0
Nosema,NA,9/9/20,BOST,6,impatiens,solidago,worker,4,NA
Nosema,0,9/10/20,MUDGE,18,impatiens,crown vetch,worker,4,0
Nosema,1,9/10/20,MUDGE,11,impatiens,crown vetch,worker,4,225000
Nosema,NA,9/9/20,BOST,11,impatiens,solidago,male,4,NA
Nosema,0,9/10/20,CIND,14,impatiens,knot weed,worker,4,0
Nosema,NA,9/10/20,MUDGE,4,impatiens,crown vetch,worker,4,NA
Nosema,0,9/10/20,CIND,13,impatiens,red clover,worker,4,0
Nosema,0,7/7/20,BOST,38,impatiens,red clover,worker,2,0
Nosema,0,9/10/20,MUDGE,5,impatiens,crown vetch,worker,4,0
Nosema,0,9/9/20,BOST,12,impatiens,solidago,male,4,0
Nosema,1,9/9/20,BOST,18,impatiens,solidago,worker,4,50000
Nosema,0,9/9/20,BOST,23,impatiens,solidago,male,4,0
Nosema,0,9/10/20,CIND,20,impatiens,red clover,worker,4,0
Nosema,0,9/10/20,CIND,11,impatiens,birdsfoot,worker,4,0
Nosema,0,9/10/20,CIND,17,impatiens,red clover,worker,4,0
Nosema,0,9/10/20,CIND,16,impatiens,red clover,worker,4,0
Nosema,0,9/9/20,BOST,17,impatiens,solidago,worker,4,0
Nosema,0,9/9/20,BOST,7,impatiens,solidago,worker,4,0
Nosema,0,7/7/20,COL,22,impatiens,red clover,worker,2,0
Nosema,0,7/7/20,BOST,45,impatiens,red clover,worker,2,0
Nosema,0,7/7/20,BOST,46,impatiens,red clover,worker,2,0
Nosema,0,9/10/20,CIND,19,impatiens,knot weed,worker,4,0
Nosema,0,9/9/20,BOST,16,impatiens,solidago,worker,4,0
Nosema,0,9/9/20,BOST,10,impatiens,solidago,male,4,0
Nosema,0,9/9/20,BOST,20,impatiens,solidago,worker,4,0
Nosema,0,9/10/20,MUDGE,16,impatiens,crown vetch,worker,4,0
Nosema,0,9/10/20,MUDGE,2,impatiens,crown vetch,worker,4,0
Nosema,0,9/9/20,BOST,19,impatiens,solidago,worker,4,0
Nosema,0,9/9/20,BOST,5,impatiens,solidago,worker,4,0
Nosema,NA,7/7/20,BOST,21,bimaculatus ,red clover,worker,2,NA
Nosema,0,9/10/20,MUDGE,3,impatiens,crown vetch,worker,4,0
Nosema,0,9/10/20,CIND,5,impatiens,red clover,worker,4,0
Nosema,0,9/9/20,BOST,24,impatiens,solidago,male,4,0
Nosema,0,9/10/20,MUDGE,15,impatiens,crown vetch,worker,4,0
Nosema,1,7/7/20,BOST,44,impatiens,red clover,worker,2,50000
Nosema,1,9/10/20,MUDGE,9,impatiens,solidago,worker,4,25000
Nosema,0,9/10/20,MUDGE,8,impatiens,solidago,worker,4,0
Nosema,0,9/9/20,BOST,29,vagans,solidago,male,4,0
Nosema,1,9/9/20,BOST,27,impatiens,solidago,male,4,25000
Nosema,0,9/10/20,MUDGE,15,impatiens,crown vetch,worker,4,0
Nosema,1,9/10/20,CIND,6,impatiens,red clover,worker,4,75000
Nosema,0,9/10/20,MUDGE,19,impatiens,crown vetch,worker,4,0
Nosema,0,9/10/20,MUDGE,10,impatiens,NA,worker,4,0
Nosema,0,9/9/20,BOST,25,impatiens,solidago,male,4,0
Nosema,1,9/10/20,MUDGE,6,impatiens,crown vetch,worker,4,1.00E+05
Nosema,1,9/10/20,MUDGE,14,impatiens,crown vetch,worker,4,2075000
Nosema,1,9/9/20,BOST,28,impatiens,solidago,male,4,25000
Nosema,0,9/9/20,BOST,3,impatiens,solidago,worker,4,0
Nosema,0,9/9/20,BOST,26,impatiens,solidago,male,4,0
Nosema,0,7/6/20,COL,8,impatiens,red clover,worker,2,0
Nosema,0,9/10/20,CIND,3,impatiens,red clover,worker,4,0
Nosema,0,9/9/20,BOST,9,impatiens,solidago,male,4,0
Nosema,0,9/10/20,MUDGE,13,impatiens,crown vetch,worker,4,0
Nosema,0,9/10/20,CIND,4,impatiens,red clover,worker,4,0
Nosema,0,9/9/20,BOST,4,impatiens,solidago,worker,4,0
Nosema,0,9/9/20,BOST,14,impatiens,solidago,male,4,0
Nosema,0,7/7/20,COL,21,impatiens,red clover,worker,2,0
Nosema,NA,9/10/20,CIND,15,impatiens,red clover,worker,4,NA
Nosema,0,7/7/20,BOST,42,impatiens,red clover,worker,2,0
Nosema,1,9/9/20,BOST,22,impatiens,solidago,male,4,50000
Nosema,1,9/9/20,BOST,13,impatiens,solidago,male,4,1550000
Nosema,1,9/9/20,BOST,1,impatiens,solidago,worker,4,25000
Nosema,NA,9/10/20,MUDGE,17,impatiens,crown vetch,worker,4,NA
Nosema,1,7/6/20,COL,11,impatiens,red clover,worker,2,75000
Nosema,0,7/6/20,COL,9,impatiens,red clover,worker,2,0
Nosema,0,9/9/20,BOST,15,impatiens,solidago,male,4,0
Nosema,NA,9/9/20,BOST,8,impatiens,solidago,male,4,NA
Nosema,0,9/10/20,CIND,12,impatiens,red clover,worker,4,0
Nosema,0,9/10/20,MUDGE,7,impatiens,solidago,worker,4,0
Nosema,0,9/9/20,FLAN,31,impatiens,jewel weed,worker,4,0
Nosema,NA,9/9/20,FLAN,7,impatiens,jewel weed,worker,4,NA
Nosema,0,9/10/20,COL,47,impatiens,red clover,worker,4,0
Nosema,0,9/9/20,FLAN,24,impatiens,jewel weed,worker,4,0
Nosema,0,8/4/20,CIND,13,impatiens,red clover,worker,3,0
Nosema,0,8/4/20,CIND,2,impatiens,red clover,worker,3,0
Nosema,0,9/9/20,FLAN,30,impatiens,jewel weed,worker,4,0
Nosema,0,8/4/20,CIND,21,impatiens,red clover,worker,3,0
Nosema,0,9/10/20,COL,44,impatiens,red clover,worker,4,0
Nosema,0,8/4/20,MUDGE,4,impatiens,crown vetch,worker,3,0
Nosema,NA,8/4/20,MUDGE,30,impatiens,crown vetch,worker,3,NA
Nosema,1,9/10/20,COL,29,impatiens,red clover,worker,4,50000
Nosema,0,8/4/20,MUDGE,33,impatiens,saint johns wort,worker,3,0
Nosema,NA,8/4/20,MUDGE,23,impatiens,crown vetch,worker,3,NA
Nosema,0,8/4/20,CIND,8,impatiens,red clover,worker,3,0
Nosema,0,9/9/20,FLAN,4,impatiens,jewel weed,worker,4,0
Nosema,0,9/10/20,COL,20,impatiens,red clover,worker,4,0
Nosema,0,8/4/20,CIND,18,impatiens,red clover,worker,3,0
Nosema,0,8/4/20,MUDGE,6,impatiens,crown vetch,worker,3,0
Nosema,0,9/10/20,COL,15,impatiens,red clover,worker,4,0
Nosema,0,9/9/20,FLAN,2,impatiens,jewel weed,worker,4,0
Nosema,0,9/9/20,FLAN,26,impatiens,jewel weed,worker,4,0
Nosema,0,8/4/20,MUDGE,35,impatiens,saint johns wort,worker,3,0
Nosema,0,9/9/20,FLAN,18,impatiens,crown vetch,worker,4,0
Nosema,0,9/10/20,COL,35,impatiens,red clover,worker,4,0
Nosema,0,9/9/20,FLAN,19,impatiens,crown vetch,worker,4,0
Nosema,0,9/10/20,COL,10,impatiens,red clover,worker,4,0
Nosema,0,9/9/20,FLAN,36,impatiens,crown vetch,worker,4,0
Nosema,1,8/4/20,CIND,19,impatiens,red clover,worker,3,2.00E+05
Nosema,0,9/9/20,FLAN,14,impatiens,thistle,worker,4,0
Nosema,1,8/4/20,CIND,22,impatiens,red clover,worker,3,4.00E+05
Nosema,1,9/9/20,FLAN,6,impatiens,jewel weed,worker,4,25000
Nosema,0,8/4/20,CIND,1,impatiens,red clover,worker,3,0
Nosema,1,9/9/20,FLAN,35,impatiens,crown vetch,worker,4,25000
Nosema,0,8/4/20,MUDGE,5,impatiens,crown vetch,worker,3,0
Nosema,0,8/4/20,MUDGE,22,impatiens,crown vetch,worker,3,0
Nosema,1,9/10/20,MUDGE,4,impatiens,crown vetch,worker,4,1.00E+05
Nosema,0,9/9/20,FLAN,3,impatiens,jewel weed,worker,4,0
Nosema,NA,9/9/20,FLAN,21,impatiens,jewel weed,worker,4,NA
Nosema,1,8/4/20,MUDGE,26,impatiens,crown vetch,worker,3,25000
Nosema,1,9/10/20,COL,43,impatiens,red clover,worker,4,25000
Nosema,0,9/9/20,FLAN,15,impatiens,solidago,worker,4,0
Nosema,1,8/4/20,MUDGE,9,impatiens,saint johns wort,worker,3,275000
Nosema,0,9/9/20,FLAN,22,impatiens,jewel weed,worker,4,0
Nosema,NA,9/9/20,FLAN,34,impatiens,solidago,worker,4,NA
Nosema,0,9/10/20,COL,3,impatiens,red clover,worker,4,0
Nosema,1,9/10/20,COL,32,impatiens,red clover,worker,4,425000
Nosema,0,8/4/20,MUDGE,34,impatiens,saint johns wort,worker,3,0
Nosema,0,9/10/20,COL,41,impatiens,red clover,worker,4,0
Nosema,0,8/4/20,MUDGE,27,impatiens,crown vetch,worker,3,0
Nosema,0,7/7/20,BOST,28,impatiens,red clover,worker,2,0
Nosema,0,9/9/20,FLAN,27,impatiens,jewel weed,worker,4,0
Nosema,0,9/10/20,COL,7,impatiens,red clover,worker,4,0
Nosema,0,9/9/20,FLAN,41,impatiens,jewel weed,worker,4,0
Nosema,0,9/9/20,FLAN,37,impatiens,crown vetch,worker,4,0
Nosema,1,5/9/20,CIND,24,impatiens,dandelion,queen,1,475000
Nosema,0,9/9/20,FLAN,38,impatiens,crown vetch,worker,4,0
Nosema,0,9/9/20,FLAN,17,impatiens,flight,worker,4,0
Nosema,1,9/10/20,COL,34,impatiens,red clover,worker,4,50000
Nosema,0,5/9/20,CIND,22,impatiens,dandelion,queen,1,0
Nosema,0,7/7/20,BOST,31,impatiens,red clover,worker,2,0
